City,Town,Neighborhood,House Type,House Age,House Size,Room Count,Floor,Furniture,Bathroom Count,Hand,Heater Type,Heater Fuel,Price
Antalya,Kepez,Ayanoğlu,Daire,5,100.0,2 + 1,Ara Kat,False,1.0,İkinci El,Isıtma Yok,Elektrik,11000
Tekirdağ,Süleymanpaşa,Hürriyet,Daire,25,160.0,3 + 1,6. Kat,,1.0,,Merkezi,Doğalgaz,25000
Mersin(İçel),Toroslar,Korukent,Daire,3,165.0,3 + 1,1. Kat,False,2.0,,Klima,Elektrik,14000
İstanbul,Esenyurt,Cumhuriyet,Residence,12,85.0,2 + 1,3. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,14750
İzmir,Karşıyaka,Tuna,Daire,35,90.0,2 + 1,4. Kat,False,1.0,İkinci El,Soba,Elektrik,15000
Mersin(İçel),Tarsus,Takbaş,Daire,0,110.0,2 + 1,Ara Kat,False,1.0,Sıfır,Kombi,Doğalgaz,11500
Ankara,Mamak,Şahintepe,Daire,10,250.0,4 + 1,3. Kat,False,3.0,,Kombi,Doğalgaz,16950
Hatay,Arsuz,Aşağı Kepirce,Villa,16,500.0,3 + 1,Müstakil,False,2.0,İkinci El,Klima,Elektrik,275000
Hatay,İskenderun,Cumhuriyet,Daire,2,110.0,3 + 1,Ara Kat,False,1.0,İkinci El,Güneş Enerjisi,Elektrik,14000
Samsun,Atakum,Güzelyalı,Daire,15,100.0,3 + 1,Yüksek Giriş,True,1.0,İkinci El,Kombi,Doğalgaz,20000
İstanbul,Üsküdar,Salacak,Daire,40,120.0,3 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,33500
Denizli,Pamukkale,Bağbaşı,Daire,1,45.0,1 + 1,Ara Kat,True,1.0,Sıfır,Kombi,Doğalgaz,12000
İzmir,Bergama,Fatih,Daire,0,135.0,3 + 1,Ara Kat,False,1.0,Sıfır,Kombi,Doğalgaz,21000
İstanbul,Beşiktaş,Muradiye,Daire,40,70.0,2 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,17000
Adana,Çukurova,Güzelyalı,Daire,25,185.0,3 + 1,3. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,13500
Ankara,Keçiören,Şenlik,Daire,20,135.0,3 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,13750
İstanbul,Beşiktaş,Levazım,Daire,40,135.0,3 + 2,3. Kat,,1.0,İkinci El,Merkezi,Doğalgaz,42500
İzmir,Konak,Alsancak,Daire,26,55.0,1 + 1,4. Kat,True,1.0,,Klima,Elektrik,19000
İstanbul,Beylikdüzü,Gürpınar,Daire,3,250.0,3 + 2,Teras Katı,,3.0,,Kombi,Doğalgaz,35000
Antalya,Finike,İskele,Daire,11,150.0,3 + 1,5. Kat,False,1.0,,Klima,Elektrik,12500
Düzce,Akçakoca,Osmaniye,Daire,7,145.0,3 + 1,1. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,14000
Antalya,Kemer,Kuzdere,Daire,25,190.0,4 + 1,2. Kat,False,1.0,İkinci El,Klima,Elektrik,25000
İstanbul,Esenler,Nine Hatun,Daire,30,90.0,2 + 1,1. Kat,,1.0,,Kombi,Doğalgaz,13500
İstanbul,Beykoz,Göksu,Daire,20,85.0,2 + 1,Giriş Katı,False,1.0,İkinci El,Kombi,Doğalgaz,22000
İstanbul,Kağıthane,Sultan Selim,Daire,9,95.0,2 + 1,3. Kat,False,1.0,,Kombi,Doğalgaz,18999
İstanbul,Bahçelievler,Bahçelievler,Daire,31,130.0,3 + 1,1. Kat,False,1.0,,Kombi,Doğalgaz,12000
Bolu,Merkez,Gölyüzü,Daire,3,168.0,4 + 1,1. Kat,False,3.0,,Kombi,Doğalgaz,20000
Muğla,Menteşe,Yeşilyurt,Müstakil Ev,10,100.0,2 + 1,Müstakil,False,1.0,İkinci El,Kat Kaloriferi,Kömür-Odun,15000
Ankara,Keçiören,Aşağı Eğlence,Daire,45,100.0,2 + 1,Kot 1,True,1.0,,Merkezi,Doğalgaz,17000
Ankara,Çankaya,Konutkent,Daire,0,38.0,1 + 1,5. Kat,True,1.0,Sıfır,Yerden Isıtma,Doğalgaz,14250
Erzurum,Yakutiye,Şükrüpaşa,Daire,12,165.0,3 + 1,2. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,11500
Ankara,Çankaya,Yıldızevler,Daire,5,70.0,1 + 1,4. Kat,True,1.0,İkinci El,Merkezi,Doğalgaz,30000
Erzurum,Yakutiye,Şükrüpaşa,Daire,12,165.0,3 + 1,2. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,11500
Ankara,Çankaya,Yıldızevler,Daire,5,70.0,1 + 1,4. Kat,True,1.0,İkinci El,Merkezi,Doğalgaz,30000
Kocaeli,İzmit,Karabaş,Daire,30,165.0,3 + 1,Ara Kat,True,2.0,İkinci El,Kombi,Doğalgaz,20000
Antalya,Kepez,Kültür,Daire,13,130.0,3 + 1,3. Kat,True,1.0,İkinci El,Klima,Elektrik,3500
Konya,Meram,Konevi,Daire,35,175.0,3 + 1,1. Kat,False,1.0,İkinci El,Kat Kaloriferi,Doğalgaz,18500
Hatay,Dörtyol,Numune Evler,Daire,0,160.0,3 + 1,4. Kat,False,2.0,Sıfır,Kombi,Doğalgaz,20000
Denizli,Pamukkale,Zeytinköy,Daire,8,50.0,1 + 1,Ara Kat,True,1.0,İkinci El,Merkezi,Doğalgaz,6000
Antalya,Konyaaltı,Kuşkavağı,Daire,15,80.0,1 + 1,Çatı Katı,True,1.0,İkinci El,Klima,Elektrik,28000
İstanbul,Fatih,Şehremini,Daire,35,101.0,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,18000
Kocaeli,Gölcük,Şehitler,Daire,30,125.0,2 + 1,En Üst Kat,False,1.0,İkinci El,Kombi,Doğalgaz,8000
Balıkesir,Bandırma,Paşabayır,Daire,7,55.0,1 + 1,En Üst Kat,True,1.0,İkinci El,Kombi,Doğalgaz,12000
Balıkesir,Burhaniye,Ören,Daire,5,95.0,2 + 1,Yüksek Giriş,True,1.0,İkinci El,Klima,Elektrik,2000
Antalya,Konyaaltı,Uncalı,Daire,18,110.0,2 + 1,3. Kat,False,1.0,İkinci El,Klima,Elektrik,18000
Antalya,Kemer,Kuzdere,Daire,20,120.0,2 + 1,Yüksek Giriş,False,1.0,İkinci El,Klima,Elektrik,15000
İstanbul,Ataşehir,Kayışdağı,Daire,5,55.0,1 + 1,3. Kat,True,1.0,,Kombi,Doğalgaz,20000
Bursa,Mudanya,Yeni,Daire,35,90.0,1 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,10000
Adana,Seyhan,Pınar,Daire,8,80.0,2 + 1,Yüksek Giriş,True,1.0,Sıfır,Kombi,Doğalgaz,20000
Kocaeli,Gölcük,Şehitler,Daire,20,110.0,2 + 1,Ara Kat,True,1.0,İkinci El,Kombi,Doğalgaz,16000
İstanbul,Bakırköy,Şenlikköy,Daire,21,220.0,3 + 1,3. Kat,True,1.0,,Kombi,Doğalgaz,90000
İstanbul,Kadıköy,Göztepe,Daire,7,108.0,3 + 1,4. Kat,True,1.0,,Kombi,Doğalgaz,67490
Hatay,İskenderun,Kurtuluş,Daire,21,115.0,3 + 1,2. Kat,False,1.0,İkinci El,Güneş Enerjisi,Elektrik,12000
Sakarya,Adapazarı,Papuççular,Daire,5,65.0,2 + 1,Yüksek Giriş,True,1.0,İkinci El,Yerden Isıtma,Doğalgaz,16000
İstanbul,Beyoğlu,Hacıahmet,Daire,30,60.0,1 + 1,Giriş Katı,False,1.0,İkinci El,Soba,Elektrik,15000
İstanbul,Avcılar,Ambarlı,Daire,1,95.0,2 + 1,Kot 2,False,1.0,Sıfır,Kombi,Doğalgaz,17000
İstanbul,Kağıthane,Ortabayır,Daire,10,60.0,1 + 1,Çatı Katı,True,1.0,İkinci El,Kombi,Doğalgaz,23500
Mersin(İçel),Mezitli,Menderes,Daire,22,110.0,2 + 1,2. Kat,True,1.0,İkinci El,Klima,Elektrik,15000
Karaman,Merkez,Başakşehir,Daire,11,51.0,1 + 1,Ara Kat,True,1.0,İkinci El,Kombi,Doğalgaz,7250
İstanbul,Kağıthane,Talatpaşa,Daire,21,260.0,4 + 2,4. Kat,False,2.0,,Kombi,Doğalgaz,40000
İstanbul,Kağıthane,Ortabayır,Daire,15,100.0,2 + 1,Çatı Katı,False,1.0,İkinci El,Kombi,Doğalgaz,23000
İstanbul,Esenyurt,Barbaros Hayrettin Paşa,Residence,8,55.0,1 + 0,Ara Kat,False,1.0,İkinci El,Merkezi (Pay Ölçer),Elektrik,9000
Muğla,Bodrum,Gündoğan,Villa,20,110.0,3 + 1,Müstakil,True,2.0,İkinci El,Klima,Elektrik,150000
İstanbul,Kartal,Soğanlık Yeni,Daire,4,90.0,2 + 1,Ara Kat,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,22500
İzmir,Konak,Kültür,Daire,31,110.0,2 + 1,2. Kat,False,1.0,,Klima,Elektrik,20000
Bolu,Merkez,Borazanlar,Daire,8,140.0,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,20000
İstanbul,Beşiktaş,Mecidiye,Daire,25,120.0,2 + 1,2. Kat,,1.0,İkinci El,Merkezi,Doğalgaz,40000
İstanbul,Kağıthane,Telsizler,Daire,30,90.0,2 + 1,Kot 1,False,1.0,İkinci El,Kombi,Doğalgaz,10500
İstanbul,Şişli,Esentepe,Daire,10,50.0,1 + 1,Giriş Katı,False,1.0,İkinci El,Kombi,Doğalgaz,13000
İzmir,Karşıyaka,Nergiz,Daire,28,90.0,2 + 1,2. Kat,False,1.0,,Kombi,Doğalgaz,16000
Ankara,Yenimahalle,Gazi,Daire,4,88.0,2 + 1,2. Kat,,1.0,,Kombi,Doğalgaz,25000
Aydın,Efeler,Orta,Daire,7,50.0,1 + 1,3. Kat,True,1.0,İkinci El,Klima,Elektrik,12000
İstanbul,Şişli,Mecidiyeköy,Daire,16,75.0,2 + 1,Bahçe Katı,True,1.0,İkinci El,Kombi,Doğalgaz,15500
Adana,Çukurova,Beyazevler,Daire,20,70.0,1 + 1,Bahçe Katı,True,1.0,İkinci El,Klima,Elektrik,10000
Muğla,Bodrum,Konacık,Daire,11,140.0,3 + 1,Bahçe Katı,True,2.0,İkinci El,Klima,Elektrik,65000
İzmir,Konak,Mimar Sinan,Daire,25,120.0,3 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,21000
Ankara,Çankaya,Küçükesat,Daire,45,115.0,3 + 1,3. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,21000
Ankara,Çankaya,Remzi Oğuz Arık,Daire,35,110.0,3 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,22000
İstanbul,Şişli,Gülbahar,Daire,25,160.0,3 + 2,5. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,40000
Karaman,Merkez,Osmangazi,Daire,4,50.0,1 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,8000
İstanbul,Şişli,Esentepe,Daire,0,110.0,2 + 1,2. Kat,False,1.0,Sıfır,Merkezi,Doğalgaz,65000
Antalya,Finike,Sahilkent,Daire,21,95.0,2 + 1,Bahçe Katı,False,1.0,İkinci El,Klima,Elektrik,8650
Aydın,Kuşadası,Alacamescit,Daire,5,60.0,1 + 1,1. Kat,True,1.0,İkinci El,Isıtma Yok,Elektrik,11000
Hatay,İskenderun,Meydan,Daire,9,45.0,1 + 1,2. Kat,True,1.0,İkinci El,Klima,Elektrik,11000
Antalya,Alanya,Mahmutlar,Daire,13,110.0,2 + 1,2. Kat,True,2.0,İkinci El,Klima,Elektrik,15000
İstanbul,Bahçelievler,Siyavuşpaşa,Daire,34,115.0,3 + 1,En Üst Kat,,1.0,İkinci El,Kombi,Doğalgaz,13000
Ankara,Çankaya,Aziziye,Daire,13,80.0,1 + 1,Ara Kat,True,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,40000
İstanbul,Beyoğlu,Kamer Hatun,Daire,50,65.0,2 + 1,4. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,17500
İstanbul,Tuzla,Yayla,Daire,0,135.0,3 + 1,5. Kat,False,2.0,Sıfır,Yerden Isıtma,Doğalgaz,35000
İstanbul,Bağcılar,Mahmutbey,Daire,1,105.0,2 + 1,19. Kat,False,1.0,,Merkezi (Pay Ölçer),Doğalgaz,28000
Ankara,Keçiören,Kalaba,Daire,32,85.0,2 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,10250
Kocaeli,Gölcük,Topçular,Daire,0,130.0,3 + 1,2. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,18500
İstanbul,Beykoz,Kanlıca,Daire,30,80.0,3 + 1,3. Kat,False,1.0,,Kombi,Doğalgaz,30000
Mardin,Kızıltepe,Tepebaşı,Daire,15,175.0,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,8000
İzmir,Karabağlar,Bozyaka,Daire,30,120.0,2 + 1,3. Kat,,1.0,İkinci El,Isıtma Yok,Elektrik,11000
İstanbul,Kağıthane,Çeliktepe,Daire,30,60.0,2 + 1,2. Kat,,1.0,,Kombi,Doğalgaz,15000
İstanbul,Fatih,Haseki Sultan,Daire,45,105.0,2 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,18000
İzmir,Çiğli,Ataşehir,Daire,16,130.0,3 + 1,En Üst Kat,False,1.0,İkinci El,Kombi,Doğalgaz,23500
İzmir,Karşıyaka,Alaybey,Daire,35,135.0,3 + 1,2. Kat,False,1.0,İkinci El,Klima,Elektrik,18000
Eskişehir,Odunpazarı,Akarbaşı,Daire,25,140.0,3 + 1,1. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,19000
Ankara,Çankaya,Birlik,Daire,15,200.0,3 + 1,Yüksek Giriş,False,2.0,,Kombi,Doğalgaz,27000
İstanbul,Beyoğlu,Pürtelaş Hasan Efendi,Daire,45,110.0,3 + 1,En Üst Kat,True,1.0,İkinci El,Kombi,Doğalgaz,70000
Ankara,Çankaya,Korkutreis,Daire,35,120.0,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,28000
İstanbul,Bayrampaşa,Yenidoğan,Daire,10,65.0,1 + 1,Yarı Bodrum,True,1.0,İkinci El,Kombi,Doğalgaz,12000
Samsun,İlkadım,Bahçelievler,Daire,30,120.0,2 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,11000
Mersin(İçel),Akdeniz,Mesudiye,Daire,26,160.0,3 + 1,En Üst Kat,True,1.0,İkinci El,Klima,Elektrik,21000
Amasya,Merkez,Akbilek,Daire,12,65.0,1 + 1,Giriş Katı,,1.0,İkinci El,Kombi,Doğalgaz,13500
Tokat,Merkez,Yeniyurt,Daire,3,125.0,3 + 1,7. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,17000
İstanbul,Şişli,Feriköy,Daire,30,105.0,3 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,25000
İstanbul,Şişli,19 Mayıs,Residence,16,240.0,3 + 1,7. Kat,True,3.0,İkinci El,Merkezi,Doğalgaz,128000
Ankara,Etimesgut,Şeyh Şamil,Daire,21,95.0,2 + 1,1. Kat,True,1.0,,Kombi,Doğalgaz,19000
Denizli,Merkezefendi,Karaman,Daire,25,150.0,3 + 1,En Üst Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
Mersin(İçel),Tarsus,Altaylılar,Daire,5,175.0,3 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,18000
Antalya,Muratpaşa,Deniz,Daire,35,100.0,2 + 1,2. Kat,False,1.0,İkinci El,Klima,Elektrik,12000
Adana,Seyhan,Ziyapaşa,Müstakil Ev,20,140.0,3 + 1,Müstakil,False,1.0,İkinci El,Soba,Kömür-Odun,70000
Mersin(İçel),Yenişehir,Çiftlikköy,Daire,25,55.0,1 + 1,2. Kat,True,1.0,İkinci El,Klima,Elektrik,7000
İstanbul,Adalar,Burgazada,Daire,35,140.0,3 + 1,2. Kat,True,1.0,İkinci El,Klima,Elektrik,320000
Sakarya,Adapazarı,Tığcılar,Daire,31,130.0,3 + 1,3. Kat,False,1.0,,Kombi,Doğalgaz,10500
Tekirdağ,Süleymanpaşa,100. Yıl,Daire,25,120.0,3 + 1,4. Kat,False,1.0,,Kombi,Doğalgaz,13000
Balıkesir,Edremit,İskele,Daire,29,90.0,2 + 1,1. Kat,True,1.0,İkinci El,Klima,Elektrik,3000
İstanbul,Beyoğlu,Hüseyinağa,Bina,20,400.0,7 + 1,,True,7.0,İkinci El,Kombi,Doğalgaz,130000
Ankara,Çankaya,Barbaros,Daire,35,125.0,3 + 1,1. Kat,True,1.0,İkinci El,Merkezi,Doğalgaz,32000
Balıkesir,Bandırma,Sunullah,Daire,0,60.0,1 + 1,Ara Kat,False,1.0,Sıfır,Kombi,Doğalgaz,12000
İzmir,Konak,Kemal Reis,Daire,30,125.0,2 + 1,Ara Kat,True,1.0,İkinci El,Kombi,Doğalgaz,17000
Mersin(İçel),Yenişehir,Cumhuriyet,Daire,30,160.0,3 + 1,4. Kat,True,1.0,İkinci El,Klima,Elektrik,13000
Ankara,Çankaya,Yaşamkent,Daire,0,50.0,1 + 1,2. Kat,True,1.0,Sıfır,Kombi,Doğalgaz,20000
İstanbul,Sarıyer,Maden,Daire,20,90.0,2 + 2,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,25000
İstanbul,Kartal,Kordonboyu,Daire,4,40.0,1 + 0,21 ve üzeri,True,1.0,İkinci El,Merkezi,Doğalgaz,20000
İstanbul,Beşiktaş,Arnavutköy,Daire,40,80.0,2 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,35000
İzmir,Urla,Çamlıçay,Villa,3,180.0,3 + 1,Müstakil,False,2.0,İkinci El,Kombi,Doğalgaz,70000
Ankara,Mamak,Aşık Veysel,Daire,26,110.0,3 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
Ankara,Çankaya,Remzi Oğuz Arık,Daire,36,125.0,3 + 1,Yüksek Giriş,True,1.0,İkinci El,Kombi,Doğalgaz,23500
Muğla,Bodrum,Gündoğan,Villa,17,195.0,3 + 1,Müstakil,True,2.0,İkinci El,Klima,Elektrik,150000
İzmir,Balçova,Fevzi Çakmak,Daire,30,130.0,3 + 1,3. Kat,True,1.0,İkinci El,Jeotermal Isıtma,,30000
Ankara,Sincan,Pınarbaşı,Daire,11,120.0,3 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
İstanbul,Pendik,Çamlık,Daire,5,70.0,1 + 1,7. Kat,False,1.0,,Merkezi (Pay Ölçer),Doğalgaz,17000
İstanbul,Ümraniye,Armağanevler,Daire,5,60.0,1 + 1,Bahçe Katı,True,1.0,,Kombi,Doğalgaz,17500
Ankara,Keçiören,Etlik,Daire,20,110.0,2 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,17000
İstanbul,Beylikdüzü,Marmara,Daire,0,180.0,3 + 1,2. Kat,True,2.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,58000
Hatay,Defne,Çekmece,Daire,2,265.0,4 + 1,4. Kat,False,2.0,Sıfır,Kombi,Doğalgaz,25000
Ankara,Çankaya,Yaşamkent,Daire,0,55.0,1 + 1,En Üst Kat,True,1.0,Sıfır,Yerden Isıtma,Doğalgaz,24000
Zonguldak,Merkez,On Temmuz,Daire,5,80.0,1 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,12000
Aydın,Kuşadası,Karaova,Yazlık,5,65.0,1 + 1,Giriş Katı,True,1.0,İkinci El,Klima,Elektrik,20000
İstanbul,Sarıyer,Demirciköy,Villa,26,300.0,5 + 1,Müstakil,False,2.0,İkinci El,Kombi,Doğalgaz,130000
Antalya,Kepez,Aydoğmuş,Daire,0,130.0,3 + 1,5. Kat,False,1.0,Sıfır,Klima,Elektrik,12500
Mersin(İçel),Silifke,Atakent,Daire,2,110.0,2 + 1,2. Kat,True,2.0,İkinci El,Klima,Elektrik,18000
Ankara,Çankaya,Kırkkonaklar,Daire,16,135.0,3 + 1,3. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,30000
Eskişehir,Tepebaşı,Güllük,Daire,12,60.0,1 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,10000
Balıkesir,Edremit,İskele,Daire,20,60.0,1 + 1,2. Kat,True,1.0,İkinci El,Soba,Elektrik,45000
Van,İpekyolu,Alipaşa,Daire,0,85.0,2 + 1,Yüksek Giriş,False,1.0,Sıfır,Kombi,Doğalgaz,11500
İstanbul,Bağcılar,Bağlar,Daire,6,70.0,2 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
Antalya,Finike,Kale,Daire,25,110.0,2 + 1,Yüksek Giriş,False,1.0,,Klima,Elektrik,10000
Samsun,Atakum,Körfez,Daire,0,55.0,1 + 1,2. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,10000
Muğla,Ortaca,Terzialiler,Daire,0,97.0,2 + 1,Yüksek Giriş,False,2.0,Sıfır,Yerden Isıtma,Elektrik,18000
İstanbul,Kadıköy,Osmanağa,Daire,26,100.0,2 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,26000
Ankara,Yenimahalle,Demetgül,Daire,21,120.0,3 + 1,2. Kat,False,1.0,,Kombi,Doğalgaz,12500
İstanbul,Üsküdar,Salacak,Daire,31,90.0,2 + 1,Yüksek Giriş,False,1.0,,Kombi,Doğalgaz,35000
Çorum,Merkez,Ulukavak,Daire,0,125.0,3 + 1,1. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,9000
İstanbul,Beylikdüzü,Kavaklı,Daire,6,90.0,2 + 1,Yüksek Giriş,,1.0,İkinci El,Kombi,Doğalgaz,15000
Muğla,Bodrum,Kumbahçe,Daire,21,85.0,2 + 1,2. Kat,,1.0,,Klima,Elektrik,85000
Eskişehir,Odunpazarı,Gökmeydan,Daire,26,95.0,2 + 1,2. Kat,False,1.0,,Kombi,Doğalgaz,9750
Ankara,Gölbaşı,Ballıkpınar,Villa,5,153.0,3 + 1,Müstakil,False,1.0,,Kombi,Doğalgaz,41500
İstanbul,Esenyurt,İnönü,Daire,7,90.0,2 + 1,Ara Kat,False,2.0,İkinci El,Kombi,Doğalgaz,15000
İstanbul,Bakırköy,Osmaniye,Daire,35,85.0,2 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,18000
İzmir,Bornova,Yeşilova,Daire,16,100.0,2 + 1,1. Kat,False,1.0,,Kombi,Doğalgaz,16000
Aydın,Didim,Hisar,Daire,0,150.0,3 + 1,En Üst Kat,False,2.0,Sıfır,Klima,Elektrik,19500
İstanbul,Avcılar,Gümüşpala,Daire,21,240.0,4 + 2,4. Kat,False,2.0,,Kombi,Doğalgaz,20050
Samsun,Atakum,Esenevler,Daire,4,110.0,2 + 1,2. Kat,True,1.0,,Kombi,Doğalgaz,16500
İstanbul,Sarıyer,Cumhuriyet,Daire,28,120.0,2 + 1,Bahçe Katı,False,1.0,İkinci El,Kombi,Doğalgaz,35000
İzmir,Buca,Adatepe,Daire,4,55.0,1 + 1,2. Kat,True,1.0,,Klima,Elektrik,15000
İzmir,Torbalı,İnönü,Daire,18,130.0,3 + 1,Yüksek Giriş,False,2.0,İkinci El,Kombi,Doğalgaz,15000
Ankara,Çankaya,Sancak,Daire,30,115.0,3 + 1,Yüksek Giriş,,2.0,,Kombi,Doğalgaz,19500
İstanbul,Bahçelievler,Siyavuşpaşa,Daire,35,100.0,2 + 1,1. Kat,False,1.0,,Kombi,Doğalgaz,16500
İzmir,Torbalı,Ayrancılar,Daire,5,155.0,3 + 1,3. Kat,True,1.0,,Kombi,Doğalgaz,18000
İzmir,Karabağlar,Çalıkuşu,Daire,25,105.0,2 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,16000
İstanbul,Şişli,Cumhuriyet,Daire,40,100.0,2 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,25000
İstanbul,Esenyurt,Süleymaniye,Daire,5,95.0,2 + 1,Bahçe Katı,False,1.0,,Kombi,Doğalgaz,10500
İstanbul,Zeytinburnu,Gökalp,Daire,32,155.0,3 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,19500
İstanbul,Beşiktaş,Etiler,Daire,31,125.0,3 + 1,Giriş Katı,True,1.0,,Kombi,Doğalgaz,45000
İstanbul,Maltepe,Gülensu,Daire,25,110.0,3 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14000
Balıkesir,Edremit,Altınkum,Daire,15,100.0,2 + 1,3. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,15000
Adana,Çukurova,Şambayadı,Daire,16,140.0,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,13500
Nevşehir,Merkez,2000 Evler,Daire,3,55.0,1 + 1,En Üst Kat,True,1.0,İkinci El,Kombi,Doğalgaz,11500
İstanbul,Çekmeköy,Hamidiye,Daire,3,100.0,2 + 1,Bahçe Katı,False,2.0,,Kombi,Doğalgaz,16500
İzmir,Karşıyaka,Örnekköy,Daire,3,60.0,1 + 1,2. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,15500
İstanbul,Avcılar,Cihangir,Daire,27,100.0,2 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,12500
İzmir,Karşıyaka,Tuna,Daire,35,85.0,2 + 1,2. Kat,False,1.0,İkinci El,Soba,Elektrik,15000
İstanbul,Esenyurt,Aşık Veysel,Daire,14,97.0,2 + 1,Ara Kat,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,17000
Aydın,Kuşadası,Ege,Daire,5,130.0,3 + 1,2. Kat,False,1.0,İkinci El,Isıtma Yok,Elektrik,20000
İstanbul,Sarıyer,Uskumruköy,Villa,12,300.0,4 + 1,Müstakil,False,3.0,İkinci El,Kombi,Doğalgaz,100000
Samsun,Atakum,Körfez,Daire,1,55.0,1 + 1,1. Kat,True,1.0,,Kombi,Doğalgaz,8500
İstanbul,Beşiktaş,Levazım,Daire,40,135.0,3 + 1,5. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,40000
Antalya,Alanya,Kestel,Daire,15,220.0,4 + 2,5. Kat,False,2.0,İkinci El,Klima,Elektrik,22000
İstanbul,Bağcılar,Çınar,Daire,30,180.0,4 + 2,1. Kat,False,2.0,,Kombi,Doğalgaz,30000
Tekirdağ,Süleymanpaşa,Ertuğrul,Daire,30,150.0,3 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,13000
Muğla,Bodrum,Müskebi,Müstakil Ev,31,450.0,5 + 2,Müstakil,True,4.0,,Klima,Elektrik,250000
Mersin(İçel),Bozyazı,Çubukkoyağı,Yazlık,20,165.0,4 + 1,Villa Katı,True,2.0,İkinci El,Klima,Elektrik,25000
Bolu,Merkez,Karamanlı,Daire,25,105.0,2 + 1,3. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,13000
Hatay,Arsuz,Karaağaç Konarlı,Daire,1,165.0,3 + 1,Ara Kat,False,2.0,Sıfır,Kombi,Doğalgaz,25000
Bursa,Nilüfer,Cumhuriyet,Daire,25,140.0,3 + 1,5. Kat,False,2.0,,Yerden Isıtma,Doğalgaz,22000
Erzincan,Merkez,Arslanlı,Daire,4,75.0,1 + 1,2. Kat,True,1.0,,Kombi,Doğalgaz,15000
İzmir,Balçova,Onur,Daire,28,100.0,3 + 1,Çatı Katı,True,1.0,,Jeotermal Isıtma,,17500
